Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
44,Achieving Reliable Human Assessment of Open-Domain Dialogue Systems,,Tianbo Ji;Yvette Graham;Gareth Jones;Chenyang Lyu;Qun Liu;,ADAPT Centre;Dublin City University;Trinity College Dublin;Huawei;,Ireland;China;,Long,https://aclanthology.org/2022.acl-long.445/,https://aclanthology.org/2022.acl-long.445.pdf,,
45,Active Evaluation: Efficient NLG Evaluation with Few Pairwise Comparisons,,Akash Kumar Mohankumar;Mitesh Khapra;,Microsoft;Indian Institute of Technology Madras;,India;,Long,https://aclanthology.org/2022.acl-long.600/,https://aclanthology.org/2022.acl-long.600.pdf,,
46,AdaLoGN: Adaptive Logic Graph Network for Reasoning-Based Machine Reading Comprehension,,Xiao Li;Gong Cheng;Ziheng Chen;Yawei Sun;Yuzhong Qu;,Nanjing University;,China;,Long,https://aclanthology.org/2022.acl-long.494/,https://aclanthology.org/2022.acl-long.494.pdf,,
47,AdapLeR: Speeding up Inference by Adaptive Length Reduction,,Ali Modarressi;Hosein Mohebbi;Mohammad Taher Pilehvar;,Iran University of Science and Technology;Tilburg University;Tehran Institute for Advanced Studies;,Iran;Netherlands;,Long,https://aclanthology.org/2022.acl-long.1/,https://aclanthology.org/2022.acl-long.1.pdf,,
48,Adapting Coreference Resolution Models through Active Learning,,Michelle Yuan;Patrick Xia;Chandler May;Benjamin Van Durme;Jordan Boyd-Graber;,University of Maryland;Johns Hopkins University;,United States;,Long,https://aclanthology.org/2022.acl-long.519/,https://aclanthology.org/2022.acl-long.519.pdf,,
49,Adaptive Testing and Debugging of NLP Models,,Marco Tulio Ribeiro;Scott Lundberg;,Microsoft;,United States;,Long,https://aclanthology.org/2022.acl-long.230/,https://aclanthology.org/2022.acl-long.230.pdf,,
50,Addressing Resource and Privacy Constraints in Semantic Parsing Through Data Augmentation,,Kevin Yang;Olivia Deng;Charles Chen;Richard Shin;Subhro Roy;Benjamin Van Durme;,"University of California, Berkeley;Microsoft;",United States;,Findings,https://aclanthology.org/2022.findings-acl.291/,https://aclanthology.org/2022.findings-acl.291.pdf,,
51,Adjusting the Precision-Recall Trade-Off with Align-and-Predict Decoding for Grammatical Error Correction,,Xin Sun;Houfeng Wang;,Peking University;,China;,Short,https://aclanthology.org/2022.acl-short.77/,https://aclanthology.org/2022.acl-short.77.pdf,,
52,Adversarial Authorship Attribution for Deobfuscation,,Wanyue Zhai;Jonathan Rusert;Zubair Shafiq;Padmini Srinivasan;,"University of California, Davis;University of Iowa;",United States;,Long,https://aclanthology.org/2022.acl-long.509/,https://aclanthology.org/2022.acl-long.509.pdf,,
53,Adversarial Soft Prompt Tuning for Cross-Domain Sentiment Analysis,,Hui Wu;Xiaodong Shi;,Xiamen University;,China;,Long,https://aclanthology.org/2022.acl-long.174/,https://aclanthology.org/2022.acl-long.174.pdf,,
54,AlephBERT: Language Model Pre-training and Evaluation from Sub-Word to Sentence Level,,Amit Seker;Elron Bandel;Dan Bareket;Idan Brusilovsky;Refael Greenfeld;Reut Tsarfaty;,Bar-Ilan University;,Israel;,Long,https://aclanthology.org/2022.acl-long.4/,https://aclanthology.org/2022.acl-long.4.pdf,,
55,Aligned Weight Regularizers for Pruning Pretrained Neural Networks,,James O’ Neill;Sourav Dutta;Haytham Assem;,Huawei;,Ireland;,Findings,https://aclanthology.org/2022.findings-acl.267/,https://aclanthology.org/2022.findings-acl.267.pdf,,
56,Alignment-Augmented Consistent Translation for Multilingual Open Information Extraction,,Keshav Kolluru;Muqeeth Mohammed;Shubham Mittal;Soumen Chakrabarti;Mausam;,Indian Institute of Technology Delhi;Indian Institute of Technology Bombay;,India;,Long,https://aclanthology.org/2022.acl-long.179/,https://aclanthology.org/2022.acl-long.179.pdf,,
57,Alternative Input Signals Ease Transfer in Multilingual Machine Translation,,Simeng Sun;Angela Fan;James Cross;Vishrav Chaudhary;Chau Tran;Philipp Koehn;Francisco Guzmán;,University of Massachusetts Amherst;Meta;Microsoft;,United States;,Long,https://aclanthology.org/2022.acl-long.363/,https://aclanthology.org/2022.acl-long.363.pdf,,
58,AmericasNLI: Evaluating Zero-shot Natural Language Understanding of Pretrained Multilingual Models in Truly Low-resource Languages,,Abteen Ebrahimi;Manuel Mager;Arturo Oncevay;Vishrav Chaudhary;Luis Chiruzzo;Angela Fan;John Ortega;Ricardo Ramos;Annette Rios;Ivan Vladimir Meza Ruiz;Gustavo Giménez-Lugo;Elisabeth Mager;Graham Neubig;Alexis Palmer;Rolando Coto-Solano;Thang Vu;Katharina Kann;,University of Colorado;University of Stuttgart;University of Edinburgh;Microsoft;Universidad de la República;Meta;New York University;Universidad Tecnológica de Tlaxcala;University of Zurich;Universidad Nacional Autónoma de México;Universidade Tecnológica Federal do Paraná;Carnegie Mellon University;Dartmouth College;,United States;Germany;United Kingdom;Uruguay;Mexico;Switzerland;Brazil;,Long,https://aclanthology.org/2022.acl-long.435/,https://aclanthology.org/2022.acl-long.435.pdf,,
59,AMR-DA: Data Augmentation by Abstract Meaning Representation,,Ziyi Shou;Yuxin Jiang;Fangzhen Lin;,"University of California, San Diego;DSA Thrust;",United States;;,Findings,https://aclanthology.org/2022.findings-acl.244/,https://aclanthology.org/2022.findings-acl.244.pdf,,
60,An Accurate Unsupervised Method for Joint Entity Alignment and Dangling Entity Detection,,Shengxuan Luo;Sheng Yu;,Tsinghua University;,China;,Findings,https://aclanthology.org/2022.findings-acl.183/,https://aclanthology.org/2022.findings-acl.183.pdf,,
61,An Analysis of Negation in Natural Language Understanding Corpora,,Md Mosharaf Hossain;Dhivya Chinnappa;Eduardo Blanco;,University of North Texas;Thomson Reuters;Arizona State University;,United States;,Short,https://aclanthology.org/2022.acl-short.81/,https://aclanthology.org/2022.acl-short.81.pdf,,
62,An Effective and Efficient Entity Alignment Decoding Algorithm via Third-Order Tensor Isomorphism,,Xin Mao;Meirong Ma;Hao Yuan;Jianchao Zhu;ZongYu Wang;Rui Xie;Wei Wu;Man Lan;,East China Normal University;Transsion Group;Meituan Group;,China;,Long,https://aclanthology.org/2022.acl-long.405/,https://aclanthology.org/2022.acl-long.405.pdf,,
63,An Embarrassingly Simple Method to Mitigate Undesirable Properties of Pretrained Language Model Tokenizers,,Valentin Hofmann;Hinrich Schuetze;Janet Pierrehumbert;,LMU Munich;University of Oxford;,Germany;United Kingdom;,Short,https://aclanthology.org/2022.acl-short.43/,https://aclanthology.org/2022.acl-short.43.pdf,,
64,An Empirical Study of Memorization in NLP,,Xiaosen Zheng;Jing Jiang;,Singapore Management University;,Singapore;,Long,https://aclanthology.org/2022.acl-long.434/,https://aclanthology.org/2022.acl-long.434.pdf,,
65,An Empirical Study on Explanations in Out-of-Domain Settings,,George Chrysostomou;Nikolaos Aletras;,University of Sheffield;,United Kingdom;,Long,https://aclanthology.org/2022.acl-long.477/,https://aclanthology.org/2022.acl-long.477.pdf,,
66,An Empirical Survey of the Effectiveness of Debiasing Techniques for Pre-trained Language Models,,Nicholas Meade;Elinor Poole-Dayan;Siva Reddy;,McGill University;Meta;,Canada;United States;,Long,https://aclanthology.org/2022.acl-long.132/,https://aclanthology.org/2022.acl-long.132.pdf,,
67,An Imitation Learning Curriculum for Text Editing with Non-Autoregressive Models,,Sweta Agrawal;Marine Carpuat;,University of Maryland;,United States;,Long,https://aclanthology.org/2022.acl-long.520/,https://aclanthology.org/2022.acl-long.520.pdf,,
68,An Information-theoretic Approach to Prompt Engineering Without Ground Truth Labels,,Taylor Sorensen;Joshua Robinson;Christopher Rytting;Alexander Shaw;Kyle Rogers;Alexia Delorey;Mahmoud Khalil;Nancy Fulda;David Wingate;,Brigham Young University;,United States;,Long,https://aclanthology.org/2022.acl-long.60/,https://aclanthology.org/2022.acl-long.60.pdf,,
69,An Interpretable Neuro-Symbolic Reasoning Framework for Task-Oriented Dialogue Generation,,Shiquan Yang;Rui Zhang;Sarah Erfani;Jey Han Lau;,University of Melbourne;Ruizhang.INFO;,Australia;;,Long,https://aclanthology.org/2022.acl-long.338/,https://aclanthology.org/2022.acl-long.338.pdf,,
70,An Investigation of the (In)effectiveness of Counterfactually Augmented Data,,Nitish Joshi;He He;,New York University;,United States;,Long,https://aclanthology.org/2022.acl-long.256/,https://aclanthology.org/2022.acl-long.256.pdf,,
71,An Isotropy Analysis in the Multilingual BERT Embedding Space,,Sara Rajaee;Mohammad Taher Pilehvar;,Iran University of Science and Technology;Tehran Institute for Advanced Studies;,Iran;,Findings,https://aclanthology.org/2022.findings-acl.103/,https://aclanthology.org/2022.findings-acl.103.pdf,,
72,An Unsupervised Multiple-Task and Multiple-Teacher Model for Cross-lingual Named Entity Recognition,,Zhuoran Li;Chunming Hu;Xiaohui Guo;Junfan Chen;Wenyi Qin;Richong Zhang;,Beihang University;,China;,Long,https://aclanthology.org/2022.acl-long.14/,https://aclanthology.org/2022.acl-long.14.pdf,,
73,Analyzing Dynamic Adversarial Training Data in the Limit,,Eric Wallace;Adina Williams;Robin Jia;Douwe Kiela;,"University of California, Berkeley;Meta;University of Southern California;",United States;,Findings,https://aclanthology.org/2022.findings-acl.18/,https://aclanthology.org/2022.findings-acl.18.pdf,,
74,Analyzing Generalization of Vision and Language Navigation to Unseen Outdoor Areas,,Raphael Schumann;Stefan Riezler;,Heidelberg University;,Germany;,Long,https://aclanthology.org/2022.acl-long.518/,https://aclanthology.org/2022.acl-long.518.pdf,,
75,Analyzing Wrap-Up Effects through an Information-Theoretic Lens,,Clara Meister;Tiago Pimentel;Thomas Clark;Ryan Cotterell;Roger Levy;,ETH Zurich;University of Cambridge;Massachusetts Institute of Technology;,Switzerland;United Kingdom;United States;,Short,https://aclanthology.org/2022.acl-short.3/,https://aclanthology.org/2022.acl-short.3.pdf,,
76,Answer Uncertainty and Unanswerability in Multiple-Choice Machine Reading Comprehension,,Vatsal Raina;Mark Gales;,University of Cambridge;,United Kingdom;,Findings,https://aclanthology.org/2022.findings-acl.82/,https://aclanthology.org/2022.findings-acl.82.pdf,,
77,Answer-level Calibration for Free-form Multiple Choice Question Answering,,Sawan Kumar;,Indian Institute of Science;,India;,Long,https://aclanthology.org/2022.acl-long.49/,https://aclanthology.org/2022.acl-long.49.pdf,,
78,Answering Open-Domain Multi-Answer Questions via a Recall-then-Verify Framework,,Zhihong Shao;Minlie Huang;,Tsinghua University;Institute for Artificial Intelligence;State Key Lab of Intelligent Technology and Systems;,China;United States;,Long,https://aclanthology.org/2022.acl-long.128/,https://aclanthology.org/2022.acl-long.128.pdf,,
79,AraT5: Text-to-Text Transformers for Arabic Language Generation,,El Moatez Billah Nagoudi;AbdelRahim Elmadany;Muhammad Abdul-Mageed;,University of British Columbia;,Canada;,Long,https://aclanthology.org/2022.acl-long.47/,https://aclanthology.org/2022.acl-long.47.pdf,,
80,Are Prompt-based Models Clueless?,,Pride Kavumba;Ryo Takahashi;Yusuke Oda;,Tohoku University;RIKEN;LegalForce Research;,Japan;United States;,Long,https://aclanthology.org/2022.acl-long.166/,https://aclanthology.org/2022.acl-long.166.pdf,,
81,Are Shortest Rationales the Best Explanations for Human Understanding?,,Hua Shen;Tongshuang Wu;Wenbo Guo;Ting-Hao Huang;,Pennsylvania State University;University of Washington;,United States;,Short,https://aclanthology.org/2022.acl-short.2/,https://aclanthology.org/2022.acl-short.2.pdf,,
82,"As Little as Possible, as Much as Necessary: Detecting Over- and Undertranslations with Contrastive Conditioning",,Jannis Vamvas;Rico Sennrich;,University of Zurich;University of Edinburgh;,Switzerland;United Kingdom;,Short,https://aclanthology.org/2022.acl-short.53/,https://aclanthology.org/2022.acl-short.53.pdf,,
83,ASCM: An Answer Space Clustered Prompting Method without Answer Engineering,,Zhen Wang;Yating Yang;Zhou Xi;Bo Ma;Lei Wang;Rui Dong;Azmat Anwar;,Xinjiang Technical Institute of Physics & Chemistry;University of Chinese Academy of Sciences;Xinjiang University;,China;,Findings,https://aclanthology.org/2022.findings-acl.193/,https://aclanthology.org/2022.findings-acl.193.pdf,,
84,ASPECTNEWS: Aspect-Oriented Summarization of News Documents,,Ojas Ahuja;Jiacheng Xu;Akshay Gupta;Kevin Horecka;Greg Durrett;,University of Texas at Austin;Walmart;,United States;,Long,https://aclanthology.org/2022.acl-long.449/,https://aclanthology.org/2022.acl-long.449.pdf,,
85,Assessing Multilingual Fairness in Pre-trained Multimodal Representations,,Jialu Wang;Yang Liu;Xin Wang;,"University of California, Santa Cruz;",United States;,Findings,https://aclanthology.org/2022.findings-acl.211/,https://aclanthology.org/2022.findings-acl.211.pdf,,
86,ASSIST: Towards Label Noise-Robust Dialogue State Tracking,,Fanghua Ye;Yue Feng;Emine Yilmaz;,University College London;,United Kingdom;,Findings,https://aclanthology.org/2022.findings-acl.214/,https://aclanthology.org/2022.findings-acl.214.pdf,,
87,Attention as Grounding: Exploring Textual and Cross-Modal Attention on Entities and Relations in Language-and-Vision Transformer,,Nikolai Ilinykh;Simon Dobnik;,Centre for Linguistic Theory and Studies in Probability;University of Gothenburg;,;Sweden;,Findings,https://aclanthology.org/2022.findings-acl.320/,https://aclanthology.org/2022.findings-acl.320.pdf,,
88,Attention Mechanism with Energy-Friendly Operations,,Yu Wan;Baosong Yang;Dayiheng Liu;Rong Xiao;Derek Wong;Haibo Zhang;Boxing Chen;Lidia Chao;,University of Macau;Alibaba Group;,China;,Findings,https://aclanthology.org/2022.findings-acl.313/,https://aclanthology.org/2022.findings-acl.313.pdf,,
89,Attention Temperature Matters in Abstractive Summarization Distillation,,Shengqiang Zhang;Xingxing Zhang;Hangbo Bao;Furu Wei;,Peking University;Microsoft;,China;,Long,https://aclanthology.org/2022.acl-long.11/,https://aclanthology.org/2022.acl-long.11.pdf,,
90,Augmenting Document Representations for Dense Retrieval with Interpolation and Perturbation,,Soyeong Jeong;Jinheon Baek;Sukmin Cho;Sung Ju Hwang;Jong Park;,School of Computing;AI2;,;United States;,Short,https://aclanthology.org/2022.acl-short.48/,https://aclanthology.org/2022.acl-short.48.pdf,,
91,Auto-Debias: Debiasing Masked Language Models with Automated Biased Prompts,,Yue Guo;Yi Yang;Ahmed Abbasi;,Hong Kong University of Science and Technology;University of Notre Dame;,China;United States;,Long,https://aclanthology.org/2022.acl-long.72/,https://aclanthology.org/2022.acl-long.72.pdf,,
